uid,video_id,start_seconds,stop_seconds,narration,verb,noun,location
3677,P01_18,2462.03,2465.93,rinse knife,rinse,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3678,P01_18,2465.87,2467.26,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3679,P01_18,2467.27,2471.52,empty pan,empty,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3680,P01_18,2471.62,2472.51,rinse saucepan,rinse,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3681,P01_18,2472.16,2472.91,take colander,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3682,P01_18,2473.01,2478.76,wash colander,wash,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3683,P01_18,2478.24,2491.01,rinse colander,rinse,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3684,P01_18,2491.04,2493.26,put down colander,put-down,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3685,P01_18,2493.75,2495.42,empty saucepan,empty,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3686,P01_18,2496.3,2507.13,rinse saucepan,rinse,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3687,P01_18,2508.25,2510.22,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3688,P01_18,2510.03,2511.84,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3689,P01_18,2511.28,2512.09,rinse sponge,rinse,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3690,P01_18,2512.48,2514.23,put down sponge,put-down,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3691,P01_18,2515.62,2516.42,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3692,P01_18,2521.66,2522.58,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3693,P01_18,2522.36,2523.26,throw squash into bin,throw,squash,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3694,P01_18,2522.91,2523.42,close bin,close,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3695,P01_18,2525.18,2528.46,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3696,P01_18,2528.44,2529.31,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3697,P01_18,2529.57,2542.38,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3698,P01_18,2542.37,2543.46,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3699,P01_18,2551.76,2552.83,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3700,P01_18,2553.37,2554.11,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3701,P01_18,2571.2,2572.2,take glass,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3702,P01_18,2572.58,2573.32,put down glass,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3703,P01_18,2573.04,2574.07,take bottle,take,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3704,P01_18,2574.24,2575.3,open bottle,open,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3705,P01_18,2575.84,2579.84,pour water into glass,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3706,P01_18,2580.94,2581.94,put down bottle,put-down,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3707,P01_18,2582.25,2587.77,drink water,drink,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3708,P01_18,2588.14,2588.75,put down glass,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3709,P01_18,2589.5,2590.5,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3710,P01_18,2591.12,2621.06,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3711,P01_18,2622.95,2624.32,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3712,P01_18,2624.42,2625.27,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3713,P01_18,2625.36,2626.86,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3714,P01_18,2626.99,2630.49,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3715,P01_18,2630.59,2635.09,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3716,P01_18,2666.19,2667.21,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3717,P01_18,2680.29,2681.54,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3718,P01_18,2681.85,2693.24,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3719,P01_18,2693.53,2695.3,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3720,P01_18,2695.07,2699.25,pour stock into pan,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3721,P01_18,2695.4,2696.99,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3722,P01_18,2699.31,2701.33,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3723,P01_18,2701.33,2705.25,pour stock into pan,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3724,P01_18,2705.35,2706.5,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3725,P01_18,2706.6,2718.49,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3726,P01_18,2718.59,2720.14,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3728,P01_18,2754.85,2773.75,adjust poster,adjust,poster,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3729,P01_18,2759.6,2769.63,continue adjusting poster,adjust,poster,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3730,P01_18,2771.58,2790.3,still adjusting poster,adjust,poster,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3731,P01_18,2788.14,2826.14,still adjusting poster,adjust,poster,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3732,P01_18,2829.69,2831.31,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3733,P01_18,2833.12,2841,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3734,P01_18,2844.27,2852.63,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3735,P01_18,2864.71,2886.74,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3736,P01_18,2887.29,2888.19,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3738,P01_18,2895.82,2896.46,adjust hob,adjust,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3739,P01_18,2906.25,2907,take bowl,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3740,P01_18,2907.99,2908.86,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3741,P01_18,2908.94,2910.2,put bowl into cupboard,put,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3742,P01_18,2909.77,2911.04,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3743,P01_18,2916.14,2916.89,take lid,take,lid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3744,P01_18,2917.04,2918.58,close container,close,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3745,P01_18,2921.99,2924.09,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3746,P01_18,2924.82,2925.94,move container,move,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3747,P01_18,2925.92,2926.79,put container into fridge,put,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3748,P01_18,2926.85,2928.55,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3749,P01_18,2933.15,2934.31,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3750,P01_18,2934.59,2943.76,stir food.,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3751,P01_18,2937.44,2960.98,continue stirring food.,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3752,P01_18,2960.18,2975.42,pat rice.,pat,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3753,P01_18,2974.31,2982.17,stir food.,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3754,P01_18,2981.45,2992.48,continue stirring food.,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3755,P01_18,2989.13,3030.03,still stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3756,P01_18,3029.96,3031.48,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3757,P01_18,3030.96,3033.04,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3758,P01_18,3033.11,3037.89,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3759,P01_18,3038.63,3040.02,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3760,P01_18,3041.04,3042.68,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3761,P01_18,3042.75,3044.39,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3762,P01_18,3044.7,3047.77,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3763,P01_18,3048.43,3050.11,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3764,P01_18,3050.98,3052.54,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3765,P01_18,3052.98,3053.61,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3766,P01_18,3054.12,3059.3,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3767,P01_18,3060.69,3083.43,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3768,P01_18,3083.94,3085.6,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3771,P01_18,3119.11,3120.11,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3772,P01_18,3119.85,3129.4,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3773,P01_18,3129.67,3155.62,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3775,P01_18,3195.92,3196.87,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3776,P01_18,3197.09,3211.1,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3777,P01_18,3211.2,3229.13,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3778,P01_18,3229.62,3230.48,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3779,P01_18,3230.5,3232.29,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3780,P01_18,3233.46,3236.19,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3781,P01_18,3236.2,3238.2,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3782,P01_18,3237.29,3238.61,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3783,P01_18,3238.81,3249.3,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3784,P01_18,3250.24,3251.46,take pepper,take,pepper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3785,P01_18,3251.69,3255.19,pour pepper,pour,pepper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3786,P01_18,3255.29,3256.49,put down pepper,put-down,pepper,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3787,P01_18,3256.4,3267.99,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3788,P01_18,3267.63,3269.13,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3789,P01_18,3268.04,3270.29,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3790,P01_18,3268.25,3276,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3791,P01_18,3268.6,3271.1,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3792,P01_18,3269.01,3270.03,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3793,P01_18,3270.13,3275.55,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3794,P01_18,3275.65,3276.61,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3795,P01_18,3276.7,3278.74,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3796,P01_18,3278.84,3280.3,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3797,P01_18,3280.33,3284.1,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3798,P01_18,3339.26,3340.5,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3800,P01_18,3375.05,3376.05,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3801,P01_18,3375.94,3402.51,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3802,P01_18,3384.71,3408.17,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3803,P01_18,3408.77,3409.77,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3804,P01_18,3409.87,3411.87,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3805,P01_18,3411.97,3415.72,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3806,P01_18,3415.76,3417.4,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3807,P01_18,3417.27,3418.02,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3808,P01_18,3417.93,3432.38,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3809,P01_18,3426.8,3448.17,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3810,P01_18,3428.26,3484.58,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3811,P01_18,3483.6,3485.29,turn off hob,turn-off,hob,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3812,P01_18,3485.38,3502.51,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3813,P01_18,3502.61,3507.79,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3814,P01_18,3508.96,3510.03,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3815,P01_18,3509.68,3512.39,spoon rice,spoon,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3816,P01_18,3512.49,3515.4,taste rice,taste,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3817,P01_18,3515.5,3516.76,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3818,P01_18,3519.07,3533.49,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3819,P01_18,3532.67,3533.59,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3820,P01_18,3533.85,3534.44,spoon stock,spoon,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3821,P01_18,3534.79,3537.14,pour stock,pour,stock,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3822,P01_18,3537.46,3538.14,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3823,P01_18,3538.59,3551.52,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3824,P01_18,3552.87,3568.05,continue stirring food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3826,P01_18,3580.29,3582.69,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3827,P01_18,3583.14,3584.89,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3828,P01_18,3586.24,3588.79,take saucepan,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3829,P01_18,3588.42,3590.81,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3830,P01_18,3594.15,3599.36,stir food,stir,food,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3831,P01_18,3599.53,3601.47,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3832,P01_18,3601.77,3604.66,pour risotto onto plate,pour-onto,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3833,P01_18,3605.79,3607.12,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3834,P01_18,3607.64,3610.56,pour risotto onto plate,pour-onto,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3835,P01_18,3611.28,3612.56,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3836,P01_18,3613.09,3615.71,pour risotto onto plate,pour-onto,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3837,P01_18,3616.47,3618.14,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3838,P01_18,3618.04,3619.55,take container,take,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3839,P01_18,3618.89,3621.44,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3840,P01_18,3621.54,3623.84,pour risotto into container,pour-into,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3841,P01_18,3623.94,3626.47,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3842,P01_18,3626,3628.25,pour risotto into container,pour-into,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3843,P01_18,3629.11,3633.03,spoon risotto,spoon,risotto,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3844,P01_18,3633.13,3635.85,pour risotto into container,pour-into,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3845,P01_18,3639.83,3649.45,pour risotto into container,pour-into,container,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3846,P01_18,3651.41,3653.39,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3847,P01_18,3653.72,3654.79,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3848,P01_18,3658.2,3659.63,put down saucepan,put-down,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3849,P01_18,3664.31,3665.19,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3850,P01_18,3666.42,3667.08,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3851,P01_18,3668.69,3677.64,scoop rice,scoop,rice,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3852,P01_18,3677.47,3679.76,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3853,P01_18,3681.69,3682.45,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3854,P01_18,3682.31,3684.97,rinse spatula,rinse,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3855,P01_18,3684.21,3685.32,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3856,P01_18,3685.24,3685.98,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3857,P01_18,3688.43,3689.68,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3858,P01_18,3689.54,3691.79,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_18.MP4
3859,P01_19,1.57,2.89,take spoon and plate,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3860,P01_19,4.23,5.12,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3861,P01_19,7.07,7.99,open bin,open,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3862,P01_19,7.9,8.73,throw left overs in the bin,throw,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3863,P01_19,8.51,9.11,close bin,close,bin,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3864,P01_19,10.72,12.07,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3865,P01_19,12.7,13.45,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3866,P01_19,14.07,15.09,take washing up liquid,take-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3867,P01_19,14.83,17.72,pour washing up liquid,pour-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3868,P01_19,17.51,18.51,put down washing up liquid,put-down,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3869,P01_19,18.95,19.7,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3870,P01_19,19.8,26.58,wash spoon,wash,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3871,P01_19,26.83,27.45,put down sponge,put-down,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3872,P01_19,27.29,28.29,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3873,P01_19,28.39,32.14,wash knife,wash,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3874,P01_19,32.4,33.12,put down knife,put-down,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3875,P01_19,33.09,34.09,take plate,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3876,P01_19,34.1,35.07,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3877,P01_19,34.34,36.3,rinse plate,rinse,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3878,P01_19,35.77,36.49,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3879,P01_19,36.35,53.02,wash plate,wash,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3880,P01_19,52.87,54.85,put down plate,put-down,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3881,P01_19,54.34,55.11,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3882,P01_19,55.08,68.3,wash spatula,wash,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3883,P01_19,67.84,68.93,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3884,P01_19,69,70,take ladle,take,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3885,P01_19,69.92,82.06,wash ladle,wash,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3886,P01_19,80.18,83.25,put down ladle,put-down,ladle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3887,P01_19,83.94,86.21000000000001,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3888,P01_19,85.53999999999999,87.74,wash spoon,wash,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3889,P01_19,91.67,92.53,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3890,P01_19,92.13,93.82,take glass,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
3891,P01_19,93.34,96.28999999999999,wash glass,wash,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_19.MP4
